chrom1	start1	stop1	chrom2	start2	stop2	pair_name	Z	strand1	strand2	CA	CB	IAB
chr6	55482039	55482397	chr6	55750947	55751292	46878_46879	4.11593082095727	.	.	39	47	5
chr5	73280951	73281176	chr5	73945403	73945593	43039_43059	2.47114634660956	.	.	28	269	4
chr5	73280951	73281176	chr5	73944310	73945055	43039_43058	2.5592130666487	.	.	28	244	4
chr21	18759302	18759925	chr21	18926957	18927207	33843_33845	2.48333136483127	.	.	103	51	4
chr7	128982746	128983330	chr7	129111749	129112557	51075_51081	1.89308302918343	.	.	140	242	8
chr21	37432363	37432702	chr21	37484810	37485610	34104_34106	2.72063236015662	.	.	31	145	5
chr1	172795182	172795763	chr1	173171360	173171944	3845_3850	3.2489007682433	.	.	87	143	8
chr3	122747327	122747730	chr3	122977687	122978113	37766_37768	2.18568746877498	.	.	111	40	3
chr1	155035077	155035754	chr1	155056936	155057828	3316_3319	4.76893676194742	.	.	385	362	79
chr16	68738256	68738674	chr16	68834122	68834601	20856_20864	2.51785140549097	.	.	140	180	10
chr1	43388534	43389052	chr1	43539119	43539871	1543_1547	2.27817842267721	.	.	127	246	9
chr9	85949128	85949617	chr9	86159246	86159665	55158_55159	2.15222786248905	.	.	131	94	5
chr11	7533769	7534996	chr11	7678607	7678915	8316_8320	2.04820832816914	.	.	225	19	3
chr14	90405623	90406095	chr14	90701644	90702191	17039_17043	2.573290830249	.	.	72	128	5
chr12	4964540	4965193	chr12	5112040	5112668	11193_11199	3.35953320892938	.	.	117	255	15
chr16	22018910	22019091	chr16	22088897	22089567	20074_20076	2.42424770149557	.	.	32	196	5
chr7	129711765	129712478	chr7	130380578	130381004	51100_51112	2.04035887261755	.	.	238	51	4
chr7	12107150	12107607	chr7	12361719	12362375	49058_49062	2.89220471079389	.	.	77	117	6
chr3	152760766	152761171	chr3	153008880	153009335	38432_38439	2.54284562671942	.	.	155	57	5
chr1	41077907	41078391	chr1	41315424	41316091	1459_1473	2.10595531380603	.	.	110	241	7
chr10	98400716	98401133	chr10	98478946	98480443	7299_7308	2.33892102171874	.	.	169	200	11
chrX	128740893	128741364	chrX	128860088	128860776	57972_57976	2.60254980723911	.	.	196	106	9
chr12	69809495	69809818	chr12	70033192	70033550	12669_12677	2.73138875144531	.	.	39	65	3
chr2	158348638	158349151	chr2	158453938	158454330	30468_30473	2.41768068241003	.	.	139	75	6
chr9	95491617	95492066	chr9	95552901	95553659	55372_55374	2.26990156064092	.	.	51	273	7
chr1	27718848	27719029	chr1	27932760	27933249	948_963	2.33918635452799	.	.	40	257	5
chr11	11058424	11058799	chr11	11229087	11229332	8430_8433	3.62342915310537	.	.	46	21	3
chr4	114199473	114199985	chr4	114276615	114276934	41032_41035	2.25795779016465	.	.	86	56	4
chr13	41628211	41628742	chr13	41796202	41796713	14635_14644	3.13141631083007	.	.	85	100	7
chr17	40833323	40833538	chr17	40857099	40857362	22717_22718	1.90265680262698	.	.	112	30	3
chr14	73761829	73762646	chr14	73938805	73939121	16715_16722	2.3274369926121	.	.	91	210	7
chr14	73761829	73762646	chr14	73938454	73938642	16715_16721	2.50541955095066	.	.	91	176	7
chr14	60558905	60559078	chr14	60631340	60631663	16298_16299	2.28326209379396	.	.	45	103	4
chr13	47127142	47127282	chr13	47294872	47295842	14791_14799	3.2861825452394	.	.	196	171	15
chr1	161762411	161762956	chr1	162006782	162007094	3628_3632	2.90354434978349	.	.	70	87	5
chr2	238421366	238421872	chr2	238480501	238481251	32092_32095	4.46575039748166	.	.	199	330	44
chr8	12724379	12724734	chr8	12891357	12891690	51889_51890	3.42242367316344	.	.	60	78	6
chr5	43010341	43010549	chr5	43040983	43041130	42570_42578	1.92093841677694	.	.	51	182	5
chr2	138705275	138705675	chr2	139584810	139585395	30221_30233	2.00122386596802	.	.	73	100	3
chr19	49375524	49375855	chr19	49404072	49404529	27174_27178	2.80162414519242	.	.	44	57	4
chr10	115559253	115559754	chr10	115998799	115999362	7731_7756	2.49156907001217	.	.	142	50	4
chr8	57114787	57115130	chr8	57154423	57154852	52579_52580	2.84912851665243	.	.	45	123	6
chr19	55394240	55394442	chr19	55644071	55644583	27386_27392	2.39365083209906	.	.	79	47	3
chr12	96455695	96456122	chr12	96608673	96609373	13106_13112	3.27690806472646	.	.	147	223	15
chr12	96455695	96456122	chr12	96526698	96526897	13106_13111	2.15379497378601	.	.	147	20	3
chr19	49376070	49376444	chr19	49404072	49404529	27175_27178	3.06700779466099	.	.	53	57	5
chr4	140337232	140337743	chr4	140430951	140431174	41324_41327	2.97510111447524	.	.	61	42	4
chr22	29251348	29252111	chr22	29436601	29437103	34782_34787	3.56454082178193	.	.	203	185	18
chr3	141021171	141021349	chr3	141173814	141174104	38194_38204	2.22571471482674	.	.	141	142	7
chr6	30449789	30450171	chr6	30512307	30512824	46082_46090	3.02613629417319	.	.	279	126	16
chr5	153451774	153452448	chr5	153559686	153560137	44636_44637	2.65715794018467	.	.	230	101	10
chr14	80522551	80523026	chr14	81316423	81317006	16931_16937	2.33921300617355	.	.	41	121	3
chr3	49839967	49840711	chr3	49876686	49877063	36631_36633	3.09497903572093	.	.	203	100	13
chr3	186334792	186335194	chr3	186539249	186539941	39032_39036	2.13029094509058	.	.	84	95	4
chr3	39231068	39231910	chr3	39329591	39330276	36284_36290	4.22935743589914	.	.	267	489	52
chr16	69429999	69430537	chr16	69598053	69598548	20885_20896	2.80164723668943	.	.	91	95	6
chr16	69429999	69430537	chr16	69599569	69599859	20885_20897	2.12497846039304	.	.	91	129	5
chr1	90511471	90512182	chr1	90580058	90580558	2397_2398	1.9902971227606	.	.	56	61	3
chr1	25273846	25274115	chr1	25348766	25349241	811_817	1.96254329688102	.	.	56	64	3
chr9	132647358	132647671	chr9	132861723	132862240	56284_56302	2.35870967012934	.	.	123	82	5
chr7	150053574	150054027	chr7	150115044	150115227	51498_51504	3.25801888356557	.	.	149	36	7
chr2	206461411	206461643	chr2	206544613	206545123	31403_31405	2.67821908015107	.	.	20	92	3
chr14	58967885	58968418	chr14	59041447	59041597	16255_16256	3.37953856977419	.	.	113	8	3
chr1	182564761	182565301	chr1	182751395	182751969	4047_4055	2.92396593975963	.	.	130	243	12
chr1	182564761	182565301	chr1	182753721	182754118	4047_4056	2.43497625460171	.	.	130	223	9
chr1	182564761	182565301	chr1	182755881	182756104	4047_4057	3.17300770855525	.	.	130	65	7
chr15	80215406	80215779	chr15	80262531	80262782	18970_18972	2.27819872272058	.	.	48	51	3
chr15	80215406	80215779	chr15	80263087	80263699	18970_18973	1.98189250434355	.	.	48	68	3
chr6	157008158	157008780	chr6	157098148	157098693	48470_48481	3.07523861655869	.	.	138	149	12
chrX	133654975	133655335	chrX	133895821	133896126	58086_58089	3.14071254649654	.	.	52	33	3
chr10	78307103	78307495	chr10	78871426	78872238	6849_6854	2.34228296100492	.	.	54	89	3
chr6	47599115	47599624	chr6	47701873	47702433	46746_46749	2.05592634169079	.	.	138	106	6
chr3	107379221	107379712	chr3	107460030	107460546	37463_37466	2.02105786925661	.	.	59	104	4
chr1	24528315	24528930	chr1	24717715	24719160	781_787	4.15195538790296	.	.	180	468	36
chr1	24528315	24528930	chr1	24716590	24716856	781_786	3.69677537058783	.	.	180	250	21
chr1	24528315	24528930	chr1	24580131	24580380	781_782	2.71705968992465	.	.	180	36	6
chr9	118925810	118926134	chr9	119334229	119334846	55893_55896	3.36169799009739	.	.	51	123	6
chr16	78156768	78157129	chr16	78269099	78269463	21114_21116	3.81058283945485	.	.	57	34	5
chr9	134053594	134054168	chr9	134211628	134212286	56334_56342	2.92842540904337	.	.	180	295	16
chr11	102164808	102165312	chr11	102189225	102189445	10282_10283	2.42094699145027	.	.	60	60	4
chr4	53454275	53454663	chr4	53531724	53532240	40163_40169	1.95388286773494	.	.	51	127	4
chr19	56764208	56764510	chr19	56844793	56845258	27439_27442	1.96221264726978	.	.	58	112	4
chr2	220117656	220118010	chr2	220144443	220144780	31689_31692	2.05945833913619	.	.	42	69	3
chr18	19577624	19578065	chr18	20142940	20143552	24377_24382	2.45584111209031	.	.	77	98	4
chr6	148899218	148899767	chr6	149269033	149269409	48295_48307	2.84292567796356	.	.	134	142	8
chr6	148899218	148899767	chr6	149268547	149268927	48295_48306	2.74897719437535	.	.	134	120	7
chr9	92903993	92904480	chr9	92981709	92982127	55299_55302	3.95113634885521	.	.	130	88	14
chr1	21596732	21597055	chr1	21660825	21661487	663_666	2.06809188801727	.	.	54	58	3
chr1	114889060	114889578	chr1	115258918	115259158	2857_2865	2.60956120852751	.	.	169	36	4
chr19	48992992	48993374	chr19	49087457	49087863	27156_27159	2.55822279340747	.	.	59	147	6
chr2	177679385	177679930	chr2	178011811	178012288	30856_30865	1.9054862570454	.	.	115	241	6
chr10	94875415	94876182	chr10	95048574	95049255	7204_7208	2.45776852105535	.	.	97	172	7
chr10	94875415	94876182	chr10	95112139	95112788	7204_7209	2.12886765257853	.	.	97	136	5
chr11	9037033	9037601	chr11	9081664	9081912	8358_8359	3.02949692280897	.	.	51	41	4
chr10	74124034	74124492	chr10	74593912	74594346	6742_6749	3.45049966275539	.	.	171	93	10
chr9	97443694	97444228	chr9	97889901	97890314	55412_55426	2.72810640187239	.	.	129	131	7
chr2	242448146	242448324	chr2	242575620	242575773	32200_32206	2.87648612103585	.	.	48	38	3
chr12	125815522	125815920	chr12	126168371	126168664	14001_14006	2.69853271415056	.	.	88	35	3
chr5	176087720	176088165	chr5	176171701	176171974	45080_45082	2.39596264447744	.	.	154	28	4
chr3	181444427	181444661	chr3	181976233	181976703	38879_38890	2.29682345074788	.	.	54	93	3
chr17	25563669	25564193	chr17	25707997	25708405	22161_22171	2.1744968242132	.	.	125	84	5
chr2	201770437	201770762	chr2	201933906	201934369	31303_31305	2.27067148001692	.	.	66	152	5
chr13	31553562	31553939	chr13	31618467	31619043	14452_14454	3.24113299932629	.	.	38	189	8
chr1	45860148	45860356	chr1	45956430	45956967	1627_1629	2.34277726418231	.	.	35	77	3
chr9	139379497	139379899	chr9	139524687	139525170	56516_56525	2.91675656280577	.	.	127	194	11
chr1	185286444	185287019	chr1	185308061	185308220	4124_4126	1.88426919225709	.	.	131	26	3
chr10	125213389	125213616	chr10	125318525	125319281	7937_7942	1.95722430042521	.	.	34	333	5
chr3	17472455	17472869	chr3	17882325	17883178	35931_35941	3.4168559824684	.	.	101	275	13
chr20	55974714	55975067	chr20	56070069	56070653	33614_33625	2.21110020203512	.	.	112	245	9
chr14	74828835	74829842	chr14	75079250	75079539	16763_16771	2.48947607205405	.	.	146	41	4
chr22	37621539	37621792	chr22	37655665	37655900	35048_35052	2.42447631583456	.	.	73	113	6
chr10	75023631	75024065	chr10	75403884	75404706	6761_6771	2.44770407342532	.	.	28	146	3
chr14	72980750	72981146	chr14	73415191	73415586	16692_16703	2.90939281356684	.	.	109	65	5
chr12	44153225	44153386	chr12	44276315	44276884	11937_11939	2.29356408296388	.	.	42	134	4
chr16	28289033	28289560	chr16	28328393	28328721	20219_20221	3.37837068656023	.	.	209	44	10
chr6	24495340	24495895	chr6	24521231	24521470	45844_45846	3.29877457301231	.	.	92	51	7
chr5	139166971	139167994	chr5	139348066	139348788	44257_44260	3.5801834135823	.	.	342	242	27
chr15	77265616	77266084	chr15	77316550	77317046	18869_18875	2.29784900093662	.	.	101	96	6
chr6	7911235	7911383	chr6	7940009	7940199	45480_45483	2.55254243780983	.	.	60	30	3
chr21	15631977	15632517	chr21	16964544	16965082	33808_33835	2.72317655136038	.	.	59	100	4
chr2	208610714	208611249	chr2	208898797	208899185	31465_31471	2.08810704971235	.	.	181	83	5
chr2	188445446	188445762	chr2	188707957	188708386	31040_31044	3.09092952799506	.	.	69	75	5
chr12	116435749	116436451	chr12	117135184	117135444	13624_13646	2.16079051015561	.	.	109	55	3
chr2	12003657	12004152	chr2	12044311	12044560	27765_27766	2.41768332434321	.	.	144	26	4
chr17	6376482	6376862	chr17	6544131	6544547	21749_21751	2.70501868482179	.	.	54	44	3
chr18	3771309	3771738	chr18	3998783	3999036	24146_24149	2.69204447430224	.	.	78	34	3
chr19	4589674	4589909	chr19	4636071	4636705	25578_25579	2.59483840484262	.	.	20	160	4
chr10	94602889	94603237	chr10	94640069	94640473	7194_7196	2.69320892848104	.	.	36	79	4
chr11	35637675	35638317	chr11	36280305	36280684	8882_8894	3.048152085982	.	.	194	32	5
chr2	187728057	187728201	chr2	188317717	188318179	31028_31038	2.06638650796217	.	.	55	119	3
chr14	36348862	36349269	chr14	36539666	36540062	15948_15956	2.69981865743731	.	.	69	144	6
chr21	32471532	32471782	chr21	32976860	32977344	33958_33970	2.23792564666006	.	.	161	92	5
chr4	40229234	40229376	chr4	40310170	40310364	39988_39993	2.13517561645429	.	.	72	234	7
chr4	40229234	40229376	chr4	40310988	40311792	39988_39994	1.9869163578936	.	.	72	271	7
chrX	56790196	56790551	chrX	57004537	57005317	57350_57357	1.90970577687102	.	.	247	164	8
chr8	61816005	61816460	chr8	61839038	61839507	52670_52676	2.06384353806946	.	.	76	67	4
chr4	140524685	140525230	chr4	140572772	140573091	41330_41333	2.25018126252149	.	.	80	56	4
chr1	155033950	155034453	chr1	155056662	155056882	3315_3318	4.40041184296985	.	.	284	295	51
chr4	38904165	38905020	chr4	39136593	39137249	39940_39950	3.81911294526093	.	.	213	236	23
chr7	22143167	22143678	chr7	22541014	22541257	49209_49229	2.0214240071557	.	.	118	55	3
chr7	22143167	22143678	chr7	22527976	22529005	49209_49227	2.82481544755623	.	.	118	373	12
chr4	79535096	79535408	chr4	79697916	79698444	40495_40504	2.36286929924561	.	.	247	120	9
chr1	15105605	15106039	chr1	15353988	15354377	446_451	3.30629334335285	.	.	42	62	4
chr1	15105605	15106039	chr1	15426724	15427217	446_454	2.92729972624201	.	.	42	100	4
chr7	148272640	148273286	chr7	148663876	148664220	51448_51453	2.12235309578509	.	.	132	176	6
chr3	32218794	32219079	chr3	32381621	32381888	36144_36149	2.75102802613175	.	.	74	54	4
chr15	75335140	75335872	chr15	75497151	75497487	18802_18817	2.36889535341886	.	.	210	209	11
chr16	74743136	74743859	chr16	74846934	74847575	21039_21044	2.46446596629252	.	.	171	130	9
chr1	34925784	34926216	chr1	35063410	35063918	1217_1220	4.25862162180105	.	.	115	188	20
chr9	137670816	137671117	chr9	137874846	137875306	56475_56484	2.65452284060575	.	.	45	164	5
chr17	65374844	65375278	chr17	65598698	65598894	23464_23474	1.91363236769947	.	.	154	150	6
chr2	170384689	170385159	chr2	170623778	170624214	30667_30674	1.95578222056094	.	.	58	98	3
chr17	17715458	17715975	chr17	17763331	17763940	22059_22062	3.1045816933615	.	.	143	168	14
chr12	15685304	15686020	chr12	15737296	15737849	11535_11537	4.10987356542636	.	.	205	143	25
chr3	156190024	156190400	chr3	156258737	156259161	38486_38490	1.93810577276878	.	.	82	78	4
chr13	103683783	103684285	chr13	103720262	103720402	15457_15458	2.54129271080286	.	.	50	37	3
chr8	17581627	17582308	chr8	17770173	17770614	51914_51916	3.38137819008181	.	.	78	145	9
chr10	105211970	105212455	chr10	105241646	105242087	7552_7555	2.44667523777118	.	.	74	108	6
chr2	11272697	11273309	chr2	11586744	11587137	27739_27747	2.65015611918838	.	.	184	68	6
chr4	176481792	176482101	chr4	176976038	176976481	41894_41899	3.1644786547658	.	.	30	65	3
chr1	22746812	22747347	chr1	22968462	22968957	703_705	4.05612880919467	.	.	118	123	14
chr7	134671760	134672014	chr7	134855284	134855912	51220_51226	2.41985687276538	.	.	102	226	8
chr7	134671760	134672014	chr7	134853896	134854245	51220_51224	2.6930230656791	.	.	102	172	8
chr7	134671760	134672014	chr7	134832692	134833117	51220_51223	2.21661960682722	.	.	102	66	4
chr22	45093290	45093721	chr22	45131571	45132136	35386_35388	3.89503289647136	.	.	132	152	19
chr11	46411452	46411592	chr11	46550780	46551309	9035_9040	1.94422439449862	.	.	154	54	4
chr11	46411452	46411592	chr11	46559301	46559786	9035_9041	2.76086920878731	.	.	154	76	7
chr14	72490665	72491106	chr14	72759002	72759505	16684_16688	3.07993294755869	.	.	60	88	5
chrX	153279089	153279502	chrX	153316626	153317021	58278_58280	2.13715744175638	.	.	45	61	3
chr1	68585802	68586294	chr1	68811932	68812186	2122_2124	1.94993951740117	.	.	130	43	3
chr1	68585802	68586294	chr1	68808380	68808820	2122_2123	3.06164466184527	.	.	130	76	7
chr10	126736449	126737077	chr10	127031766	127032025	7992_7997	3.31559529985197	.	.	153	28	5
chr10	95136062	95136635	chr10	95271042	95271380	7211_7213	1.9463363448811	.	.	158	81	5
chr10	95136062	95136635	chr10	95242026	95242793	7211_7212	3.65148361149969	.	.	158	125	15
chr15	89750065	89750536	chr15	89786733	89787263	19189_19190	2.20590977968545	.	.	67	68	4
chr10	75645589	75646510	chr10	75700363	75700943	6781_6784	2.6404615662526	.	.	255	150	14
chr6	113952487	113952639	chr6	114077315	114077546	47646_47652	2.06201167831672	.	.	114	35	3
chr11	75156382	75157139	chr11	75243252	75243935	9868_9871	4.83845095313009	.	.	242	194	43
chr11	77939137	77939873	chr11	78275496	78276066	9956_9965	2.60422663588763	.	.	179	102	7
chr2	42740154	42740833	chr2	42891024	42891185	28439_28444	2.51315764437602	.	.	77	195	7
chr20	35823969	35824354	chr20	36162753	36163265	33013_33034	2.27046053800739	.	.	61	217	5
chr12	48137841	48138133	chr12	48160706	48161356	12027_12030	3.7665667151871	.	.	116	207	20
chr10	65626170	65626576	chr10	65736312	65736640	6544_6548	4.3064034524798	.	.	38	45	6
chr10	65626170	65626576	chr10	65737145	65737420	6544_6549	4.03068050805437	.	.	38	59	6
chr20	38514710	38515240	chr20	38879958	38880279	33113_33115	2.42668142281676	.	.	94	44	3
chr19	17190750	17191248	chr19	17236943	17237329	26221_26226	2.13821674757885	.	.	71	70	4
chr8	66673928	66674652	chr8	66944606	66944893	52756_52769	3.17286506727379	.	.	180	274	16
chr8	143863874	143864241	chr8	143897755	143898035	54169_54170	2.94062716481347	.	.	48	26	3
chr8	143863874	143864241	chr8	144129262	144129956	54169_54177	2.34060341289247	.	.	48	233	5
chr17	48217208	48217609	chr17	48238451	48239246	23048_23050	3.812492892133	.	.	72	114	12
chr10	27734951	27735347	chr10	27945527	27945968	6025_6027	2.49867506234005	.	.	49	64	3
chr10	12306218	12306740	chr10	12753516	12753660	5708_5724	2.53845900147346	.	.	165	164	8
chr1	45825518	45826286	chr1	45958758	45959124	1625_1630	4.03661001335899	.	.	277	150	25
chr2	227994457	227995131	chr2	228102803	228103435	31837_31839	3.38111356602267	.	.	208	142	16
chr7	92722001	92722823	chr7	92857482	92857952	50352_50357	2.8944396308962	.	.	123	81	7
chr3	100789164	100789620	chr3	101354984	101355443	37363_37372	2.69960569596378	.	.	65	50	3
chr1	152626454	152626941	chr1	152898352	152899017	3197_3205	2.43058754389494	.	.	54	191	5
chr15	69453983	69454252	chr15	69557624	69558023	18600_18602	3.20445043150529	.	.	39	55	4
chr2	69969065	69969340	chr2	70043977	70044525	29069_29073	2.26343445630763	.	.	40	119	4
chr2	70530942	70531336	chr2	70844619	70845045	29102_29106	2.09048842797104	.	.	135	115	5
chr2	70530942	70531336	chr2	70875022	70875351	29102_29107	2.62482083196923	.	.	135	68	5
chr5	151038314	151039049	chr5	151120147	151120669	44605_44609	2.58887108156754	.	.	251	173	14
chr9	129702930	129703437	chr9	129961206	129961917	56133_56146	3.76275629491394	.	.	257	363	30
chr1	243508595	243508861	chr1	244436074	244437005	5349_5363	2.42796572932999	.	.	187	270	10
chr8	27918531	27919011	chr8	28181708	28182127	52128_52134	1.98890777272927	.	.	151	207	7
chr20	43313570	43314289	chr20	43361922	43362483	33232_33233	4.02717209431478	.	.	375	204	39
chr3	152761382	152761712	chr3	153008166	153008464	38433_38438	2.06697560826749	.	.	183	50	4
chrX	103173267	103173416	chrX	103196203	103196533	57685_57686	2.75372218074869	.	.	72	36	4
chr5	43227613	43228159	chr5	43389666	43390465	42586_42592	2.5246070924046	.	.	73	209	7
chr10	92765690	92766991	chr10	93010982	93011706	7143_7149	3.48082891787683	.	.	287	250	23
chr4	113554485	113555100	chr4	113683944	113684266	41020_41022	2.81597896424574	.	.	98	108	7
chr1	160027948	160028175	chr1	160048350	160048755	3513_3515	2.9362251437459	.	.	22	55	3
chr1	79083105	79083731	chr1	79141919	79142650	2214_2215	2.51646024220674	.	.	91	88	6
chr21	26979756	26980162	chr21	27012061	27012344	33893_33895	2.86374618706495	.	.	274	44	9
chr6	146362459	146362882	chr6	147106187	147106430	48274_48278	3.23342420127126	.	.	83	22	3
chr18	23887145	23887579	chr18	24229722	24230145	24466_24476	1.87829970928947	.	.	89	144	4
chr17	28353816	28353979	chr17	28420421	28420974	22280_22281	2.76910500169172	.	.	25	178	5
chr5	95949554	95950291	chr5	96023399	96023928	43467_43470	2.82680406183626	.	.	174	142	12
chr7	81130589	81130928	chr7	81646635	81646991	50178_50183	2.03872026472675	.	.	107	62	3
chr19	45594905	45595102	chr19	45634329	45634592	26992_26996	2.88675181052371	.	.	58	23	3
chr1	109654681	109655608	chr1	109736238	109736731	2690_2692	2.48187906415002	.	.	95	93	6
chr15	99322786	99323258	chr15	99424901	99425293	19377_19379	2.40035748299994	.	.	91	51	4
chr10	72319132	72319425	chr10	72518609	72519246	6660_6665	2.49993343277644	.	.	38	144	4
chr2	20646790	20646986	chr2	20835549	20835992	27906_27912	2.05162170287274	.	.	64	131	4
chrX	17553375	17553686	chrX	17609704	17609872	56836_56838	3.44230515512019	.	.	74	148	11
chr4	95225526	95225985	chr4	95311916	95312326	40743_40745	4.00098544574901	.	.	97	59	10
chr1	62973821	62974259	chr1	63212197	63212645	1991_1993	3.14034009897752	.	.	68	137	7
chr7	45957232	45957614	chr7	46391834	46392405	49789_49794	2.94736409062462	.	.	113	118	7
chr10	103595708	103596020	chr10	103769318	103770149	7482_7492	2.22960362595761	.	.	58	361	7
chr11	62264619	62265038	chr11	62327970	62328434	9298_9302	2.08981564939689	.	.	36	85	3
chr15	42996514	42997031	chr15	43218888	43219210	17909_17914	2.78064411619915	.	.	104	126	7
chr4	145533040	145533471	chr4	145675979	145676276	41413_41415	2.81394174768358	.	.	48	42	3
chr1	19248057	19248327	chr1	19440134	19440449	584_594	3.94414244149255	.	.	19	38	3
chr5	115223781	115224071	chr5	115403526	115404063	43743_43748	1.9028818370217	.	.	43	125	3
chr1	51554156	51554561	chr1	51655018	51655620	1753_1756	3.65531809764184	.	.	91	211	15
chr1	187897423	187897867	chr1	187969122	187969409	4165_4166	2.95483706537431	.	.	59	23	3
chr17	7725867	7726376	chr17	7754827	7755539	21815_21819	3.1553939312997	.	.	169	190	17
chr2	74477219	74477742	chr2	74561916	74562370	29218_29223	3.42167776753195	.	.	133	147	14
chr14	23442713	23443190	chr14	23527007	23527699	15737_15744	2.75157164835743	.	.	85	182	9
chr14	23442713	23443190	chr14	23525458	23525601	15737_15743	2.08954257816466	.	.	85	68	4
chr4	57441959	57442330	chr4	57702746	57703147	40233_40240	2.14897613289548	.	.	52	166	4
chr3	38180046	38180288	chr3	38206049	38206365	36255_36256	1.91646019201269	.	.	64	52	3
chr17	21183214	21183746	chr17	21416199	21416644	22147_22156	2.00860838934192	.	.	178	213	8
chr17	21183214	21183746	chr17	21414903	21415222	22147_22155	2.25329680543339	.	.	178	166	8
chr3	113212807	113213269	chr3	113296618	113297026	37557_37565	3.74151469881844	.	.	226	129	20
chr15	45722444	45722999	chr15	45751038	45751363	17995_17998	3.34173540712453	.	.	144	340	23
chr15	45722444	45722999	chr15	45749559	45750516	17995_17997	3.71349828964857	.	.	144	301	26
chr1	55750544	55751005	chr1	55803717	55804130	1870_1871	2.20681949554898	.	.	91	52	4
chr22	34152480	34152693	chr22	34313617	34314124	34927_34935	2.95308467852352	.	.	24	136	4
chr19	41710133	41710512	chr19	41816089	41816428	26819_26824	2.31560118293024	.	.	106	109	6
chr12	111834674	111835413	chr12	111920340	111920625	13515_13522	2.03467044789807	.	.	283	34	5
chr12	111834674	111835413	chr12	111967039	111967866	13515_13523	2.47727261864921	.	.	283	107	10
chr12	111834674	111835413	chr12	111889374	111889910	13515_13521	2.57704056967548	.	.	283	165	15
chr11	70313590	70314005	chr11	70601582	70602019	9720_9723	3.09603715637857	.	.	101	76	6
chr1	32028980	32029125	chr1	32083644	32084233	1088_1093	3.03771935277678	.	.	128	51	7
chr1	32028980	32029125	chr1	32059574	32059966	1088_1091	2.16834668161461	.	.	128	57	5
chr16	27983742	27984228	chr16	28081910	28082485	20210_20211	2.45603524221339	.	.	54	125	5
chr10	116063699	116064524	chr10	116218808	116219073	7757_7761	2.2532641357287	.	.	124	29	3
chr2	242448146	242448324	chr2	242575794	242576066	32200_32207	2.6806007822932	.	.	48	46	3
chr8	54500529	54501038	chr8	54720788	54721079	52512_52516	3.80282273127564	.	.	114	164	14
chr8	54500529	54501038	chr8	54721324	54721906	52512_52517	3.59620084626442	.	.	114	202	14
chr6	138322943	138323332	chr6	138430334	138430958	48116_48119	3.42173867592791	.	.	110	197	14
chr1	21581598	21582180	chr1	21694915	21695570	662_667	3.60669154128755	.	.	125	194	16
chr2	20877178	20877352	chr2	21022658	21022987	27919_27926	2.95692867396664	.	.	49	36	3
chr3	70114945	70115130	chr3	70408116	70408446	37085_37090	2.07169430899333	.	.	77	72	3
chr7	70321979	70322378	chr7	71198213	71198596	50012_50013	2.97176805233503	.	.	120	57	5
chr10	3824953	3825219	chr10	3853675	3854044	5517_5521	2.22627182755576	.	.	157	63	6
chr1	186451648	186452211	chr1	186954767	186955626	4146_4160	2.15783054764633	.	.	136	171	6
chr14	62327004	62327616	chr14	62593138	62593399	16353_16362	1.92503322764564	.	.	111	222	6
chr19	893104	893406	chr19	917544	918031	25334_25335	1.90187876914237	.	.	22	153	3
chr12	116714595	116715049	chr12	116763162	116763332	13632_13634	2.28501167377691	.	.	122	20	3
chr14	62646059	62646518	chr14	63743107	63743909	16365_16368	2.79573255212469	.	.	69	176	6
chr1	226312870	226313321	chr1	226384701	226384995	4985_4986	3.55966435244658	.	.	154	66	11
chr8	42269779	42270603	chr8	42529004	42529608	52415_52419	3.16083446771785	.	.	143	134	10
chr2	204348907	204349466	chr2	204679326	204679539	31373_31385	3.53404779921805	.	.	145	190	14
chr2	204348907	204349466	chr2	204679880	204680487	31373_31386	3.45882103677057	.	.	145	236	15
chr11	16809997	16810252	chr11	16841787	16842236	8540_8541	2.19133023096923	.	.	44	104	4
chr1	249120527	249121122	chr1	249152313	249152545	5447_5449	1.9684570751978	.	.	71	45	3
chr13	42033019	42033379	chr13	42226732	42227302	14653_14658	2.39134172631141	.	.	82	115	5
chr13	42033019	42033379	chr13	42128735	42129239	14653_14657	2.16839820048599	.	.	82	69	4
chr14	30018078	30018511	chr14	30474266	30474731	15841_15843	4.92772270778349	.	.	43	37	7
chr2	198572025	198572854	chr2	198642347	198642994	31238_31239	2.66690078291205	.	.	142	201	12
chr2	121453113	121453654	chr2	121837697	121838163	29958_29962	2.20661476003403	.	.	115	46	3
chr2	121453113	121453654	chr2	121828571	121828974	29958_29960	4.05709013114237	.	.	115	72	10
chr15	42358706	42359112	chr15	42426080	42426434	17893_17895	2.89306918179379	.	.	67	59	5
chr6	117770639	117770848	chr6	117876608	117876994	47716_47720	2.97076175123795	.	.	119	143	10
chr4	1858114	1858283	chr4	1901432	1901672	39374_39377	2.21548148649448	.	.	36	199	5
chr1	240190319	240190658	chr1	240354167	240354409	5309_5312	3.62043640352664	.	.	33	29	3
chr1	240190319	240190658	chr1	240352754	240353016	5309_5311	3.69030267915313	.	.	33	27	3
chr3	128144957	128145835	chr3	128327083	128327570	37894_37900	1.8801244446557	.	.	163	94	5
chr20	37063872	37064238	chr20	37101985	37102199	33069_33074	2.4976508422867	.	.	38	51	3
