chrom1	start1	stop1	chrom2	start2	stop2	pair_name	Z	strand1	strand2	CA	CB	IAB
chr21	26656082	26656304	chr21	26686175	26686509	17876_17877	2.07862771262977	.	.	20	38	5
chr19	4811669	4811985	chr19	4851571	4851932	13625_13626	3.28946853598586	.	.	18	30	8
chr16	67051725	67052208	chr16	67189291	67189585	11098_11100	2.47393103765118	.	.	22	41	6
chr2	63306039	63306331	chr2	63715294	63715585	15242_15245	2.83145773915747	.	.	12	27	3
chr17	42477681	42478137	chr17	42600451	42600939	12149_12150	3.50472526186915	.	.	26	25	9
chr17	77184091	77184358	chr17	77389395	77389705	12752_12755	2.46945893122596	.	.	18	44	5
chr7	54841797	54842160	chr7	55322636	55322818	26236_26238	4.59796843816897	.	.	28	35	13
chr7	54841797	54842160	chr7	55323115	55323541	26236_26239	4.42461746363945	.	.	28	42	13
chr5	140855325	140855928	chr5	140904284	140904696	23302_23304	2.85705620511659	.	.	71	54	17
chr17	40730488	40730765	chr17	40831862	40832085	12094_12099	2.42852903473904	.	.	47	24	7
chr20	21029532	21029795	chr20	21485660	21486282	17250_17252	3.11146601980839	.	.	17	103	8
chr9	103881583	103881901	chr9	103997832	103998078	29231_29232	2.82180695088557	.	.	16	16	4
chr18	44741865	44742274	chr18	45280993	45281200	13185_13189	2.07064826467274	.	.	26	13	2
chr1	90098357	90098693	chr1	90228431	90229012	1281_1283	3.02720897459644	.	.	33	50	11
chr3	134319684	134320001	chr3	135613877	135614273	20010_20022	3.03903814369231	.	.	27	30	5
chr7	24851997	24852398	chr7	25133889	25134187	25927_25933	2.07675006137102	.	.	32	68	6
chr1	36808304	36808672	chr1	36886263	36886803	678_682	2.75708552968613	.	.	26	71	11
chr1	21922108	21922344	chr1	22290458	22290818	358_365	2.54519847159719	.	.	8	23	2
chr9	92217961	92218246	chr9	92864464	92864943	29078_29081	2.79035176774351	.	.	31	47	6
chr6	9250982	9251320	chr6	10435239	10435544	23920_23926	2.67169779528104	.	.	15	29	3
chrX	30653832	30654044	chrX	31057033	31057655	29957_29962	2.11416910783386	.	.	7	43	2
chr1	45484354	45484592	chr1	45765781	45766271	855_857	3.49056367597398	.	.	20	56	9
chr8	76061305	76061583	chr8	76169565	76169853	27835_27836	2.11478393496634	.	.	10	13	2
chr19	4809695	4809996	chr19	4911728	4912261	13624_13628	3.20915281329869	.	.	29	51	12
chr1	155035599	155035764	chr1	155056673	155056825	1807_1809	4.12372769739507	.	.	111	90	54
chr4	140973379	140973519	chr4	141174281	141174755	21778_21779	3.59072002129858	.	.	11	32	6
chr7	101007253	101007557	chr7	101151108	101151383	26569_26572	2.09020728165029	.	.	23	15	3
chr2	30313723	30314019	chr2	30338519	30338873	14902_14903	3.14084035806881	.	.	25	32	9
chr16	29740642	29740842	chr16	29802953	29803114	10838_10841	2.70986222047341	.	.	5	28	3
chr22	25758158	25758412	chr22	25843886	25844049	18265_18267	2.25428588428836	.	.	28	15	4
chr3	141456942	141457212	chr3	141594188	141594594	20101_20103	2.3723400802709	.	.	24	29	5
chr11	67407589	67407813	chr11	67426979	67427241	5268_5270	2.58580384335292	.	.	9	8	2
chr14	65881658	65882080	chr14	66291299	66291784	8913_8916	3.63859252497679	.	.	51	37	11
chr11	113767112	113767335	chr11	114133490	114133713	5736_5739	2.42333065936919	.	.	13	16	2
chr5	171339177	171339477	chr5	171467097	171467476	23647_23648	2.69135753898128	.	.	23	30	6
chr13	21286802	21287022	chr13	21498871	21499294	7744_7746	2.5559920054111	.	.	14	19	3
chr15	91846115	91846500	chr15	92620666	92620876	10374_10379	2.61364000041522	.	.	20	10	2
chr8	95654665	95654838	chr8	95725655	95725922	27968_27969	2.17126056530081	.	.	13	19	3
chr18	77140814	77141235	chr18	77403969	77404486	13477_13480	3.35402842337615	.	.	68	64	17
chr15	31731571	31731882	chr15	31780811	31781210	9491_9494	2.92436649143906	.	.	49	101	20
chr6	106892843	106893200	chr6	107014480	107014870	24990_24995	3.52053554730798	.	.	80	52	23
chr6	36591793	36591998	chr6	36648237	36648646	24378_24380	3.38866300441277	.	.	88	59	26
chr1	32405429	32405723	chr1	32429713	32430270	593_595	2.53512013449773	.	.	38	84	13
chr20	15217344	15217811	chr20	15634779	15635069	17182_17186	2.6835635438007	.	.	26	26	4
chr1	40609678	40610105	chr1	40904189	40904334	758_767	2.27600459937203	.	.	38	12	3
chr2	24644561	24644946	chr2	25050359	25050909	14820_14823	2.15127199256051	.	.	33	55	5
chr1	70598550	70598932	chr1	70975651	70976070	1139_1144	2.89722103147422	.	.	30	27	5
chr1	70598550	70598932	chr1	70953625	70953883	1139_1143	2.716570666612	.	.	30	20	4
chr8	8527963	8528492	chr8	8594341	8594832	27199_27200	2.90011626091659	.	.	123	76	27
chr13	52009127	52009454	chr13	52371906	52372303	8109_8114	2.81850944996453	.	.	26	33	5
chr19	45406944	45407255	chr19	45454817	45455164	14311_14313	2.93401817154793	.	.	25	24	7
chr6	30646750	30647156	chr6	30698642	30698921	24211_24214	2.3314439200885	.	.	34	33	7
chr4	141281019	141281577	chr4	141531172	141531525	21780_21783	2.3693115061548	.	.	28	23	4
chr4	47707697	47707917	chr4	47935763	47936374	21091_21095	2.14069012003472	.	.	26	46	5
chr15	40811980	40812528	chr15	40986758	40986936	9588_9591	2.15038294178765	.	.	34	19	4
chr6	42043180	42043596	chr6	42198036	42198303	24486_24491	2.1178162974575	.	.	25	14	3
chr8	140717952	140718473	chr8	141169703	141170001	28441_28443	2.74750580779936	.	.	20	18	3
chr10	122702400	122702727	chr10	123368103	123368414	4304_4306	3.02100222040136	.	.	26	11	3
chr11	119352023	119352439	chr11	119404530	119405153	5826_5827	3.2830791510526	.	.	54	31	14
chr2	127285676	127286152	chr2	127534945	127535305	15828_15831	3.62052319681088	.	.	23	47	10
chr20	31109460	31109867	chr20	31240507	31241428	17331_17332	4.03643113206011	.	.	50	75	28
chr18	2932114	2932643	chr18	2985537	2986082	12840_12841	2.84227083166793	.	.	57	40	13
chr14	21535204	21535347	chr14	21560611	21561023	8456_8458	3.32493990461983	.	.	31	67	16
chr2	147802685	147803006	chr2	148668433	148668922	15966_15970	2.29516808042786	.	.	26	44	4
chr8	123479430	123479673	chr8	123584504	123584901	28247_28248	3.9121125049187	.	.	11	29	8
chr7	81130598	81130923	chr7	81585745	81586203	26375_26376	3.14343543725806	.	.	27	48	7
chr4	180788459	180788849	chr4	180949914	180950135	22084_22085	3.40034997243173	.	.	20	19	6
chr19	56577778	56578114	chr19	56683320	56683545	14570_14574	2.25000459507961	.	.	14	8	2
chr1	106564731	106564914	chr1	107695783	107696006	1430_1434	4.23224812833655	.	.	12	3	2
chr15	63340214	63340573	chr15	63385705	63386090	9885_9886	2.18558516069522	.	.	23	29	5
chr11	65547357	65547870	chr11	65585608	65586045	5204_5205	3.57001582850966	.	.	47	77	24
chr16	24528305	24528656	chr16	24700518	24700743	10780_10783	2.978999290022	.	.	16	17	4
chr8	9226484	9226944	chr8	9686892	9687227	27211_27214	2.37391000772905	.	.	33	45	5
chr10	105472605	105473285	chr10	105644506	105644796	4127_4130	2.51599687608754	.	.	83	33	10
chr18	56067316	56067605	chr18	56161064	56161378	13314_13315	2.61620797116763	.	.	15	31	5
chr10	102973460	102973697	chr10	103201935	103202386	4071_4077	2.18770209536949	.	.	38	30	5
chr12	551581	551727	chr12	656083	656469	6028_6029	2.84929539297902	.	.	4	15	2
chr6	13336770	13337098	chr6	13538344	13538683	23982_23992	2.26461290324894	.	.	38	50	7
chr3	116738012	116738333	chr3	117245408	117245676	19788_19790	2.86501051423637	.	.	13	25	3
chr1	42612549	42613025	chr1	42639099	42639264	797_799	2.20897454227188	.	.	30	32	6
chr20	41816445	41816727	chr20	42038029	42038230	17514_17516	2.40063903165265	.	.	11	13	2
chr15	74674638	74675203	chr15	74730971	74731447	10100_10103	3.31902100475612	.	.	94	79	30
chrX	10158212	10158355	chrX	10566018	10566225	29779_29781	2.3374683818615	.	.	45	12	3
chrX	10158212	10158355	chrX	10690870	10691243	29779_29784	2.16917477560259	.	.	45	27	4
chr15	70971908	70972230	chr15	71104444	71104709	10036_10038	3.6220040913735	.	.	19	25	8
chr13	41959317	41959678	chr13	42128780	42129155	7978_7982	2.53489806894236	.	.	15	16	3
chr8	92248721	92249096	chr8	92355850	92356133	27939_27941	2.67986138657365	.	.	9	8	2
chr14	64320547	64320783	chr14	64477247	64477412	8879_8880	2.08719562204492	.	.	26	14	3
chr14	79477556	79477889	chr14	81316548	81316892	9144_9149	2.79334979546513	.	.	12	32	3
chr12	10305863	10306321	chr12	10343274	10343759	6207_6208	2.90889279509734	.	.	22	28	7
chr22	46402607	46402747	chr22	46512281	46512741	18648_18651	3.63760011174523	.	.	53	114	30
chr1	225662565	225663241	chr1	226163698	226164007	2771_2780	3.62760323034184	.	.	75	31	12
chr7	101186023	101186419	chr7	101915421	101915892	26574_26584	3.32817287260619	.	.	36	52	9
chr12	96312282	96312670	chr12	96392443	96392766	7190_7191	2.76644121418623	.	.	20	19	5
chr16	68790226	68790552	chr16	68834148	68834529	11155_11157	2.19948486015784	.	.	14	47	5
chr2	178354501	178354844	chr2	178589208	178589837	16280_16283	3.17482575782567	.	.	23	46	8
chr20	49126857	49127174	chr20	49192523	49192779	17667_17669	2.18362807490211	.	.	24	28	5
chr8	42269868	42270404	chr8	42529144	42529595	27562_27564	2.80816190910815	.	.	42	40	8
chr14	51086339	51086611	chr14	51181160	51181489	8715_8716	2.6553295104228	.	.	16	28	5
chr1	87299203	87299674	chr1	87549743	87550340	1248_1251	2.97199188704216	.	.	30	35	7
chr2	73312806	73313119	chr2	73404353	73404834	15399_15402	2.35951202220788	.	.	35	44	8
chr2	73312806	73313119	chr2	73390806	73391213	15399_15401	2.30661767384968	.	.	35	25	6
chr2	29552880	29553113	chr2	30064307	30064568	14897_14898	2.96103509340632	.	.	14	21	3
chr1	157347011	157347565	chr1	157460363	157460611	1882_1884	3.17652929319225	.	.	25	53	11
chr1	157347011	157347565	chr1	157459234	157459443	1882_1883	3.08217331051372	.	.	25	39	9
chr9	71122449	71122747	chr9	71174913	71175254	28892_28893	2.70458109559245	.	.	10	14	3
chr3	67164236	67164587	chr3	67754854	67755048	19463_19469	2.26207180987775	.	.	35	8	2
chr22	24110577	24110753	chr22	24191689	24192088	18232_18235	2.14271690012649	.	.	22	33	5
chr3	196729618	196729897	chr3	196756664	196756902	20694_20696	2.82974894526534	.	.	33	15	6
chr3	46746472	46747062	chr3	46936627	46937091	19195_19197	2.71043020292675	.	.	41	37	8
chr1	54326536	54327090	chr1	54414730	54415022	974_976	3.070977047511	.	.	53	26	11
chr1	54326536	54327090	chr1	54425257	54425608	974_977	2.91820651804438	.	.	53	26	10
chr2	166913966	166914217	chr2	166984501	166984712	16134_16135	3.08847579442597	.	.	10	17	4
chr1	153482295	153482513	chr1	153541031	153541356	1759_1762	2.95990003825818	.	.	29	50	11
chr9	108604341	108604756	chr9	108643997	108644438	29263_29264	2.34499573971256	.	.	27	21	5
chr18	30812044	30812420	chr18	31341247	31341645	13073_13076	3.84170168153171	.	.	18	18	5
chr6	74448771	74449180	chr6	75913962	75914225	24770_24777	2.14675162629791	.	.	22	35	3
chr3	157250376	157250869	chr3	157290351	157290684	20279_20280	4.1815397315974	.	.	26	25	14
chr16	10350687	10351104	chr16	10603408	10603853	10599_10601	3.91321617894752	.	.	53	67	21
chr2	20595869	20596151	chr2	20842058	20842580	14780_14786	2.44991493452419	.	.	9	65	4
chr9	124887468	124887795	chr9	125112827	125113283	29461_29462	2.85785091432034	.	.	35	41	8
chr9	101077821	101078161	chr9	101537848	101538573	29198_29203	3.81752609937795	.	.	31	51	11
chr3	138830726	138830958	chr3	139048102	139048520	20066_20067	2.28085032262207	.	.	20	32	4
chr12	132990655	132990815	chr12	133137741	133138093	7721_7724	2.76265609318677	.	.	29	24	6
chr3	3237933	3238164	chr3	4039803	4040326	18706_18708	2.66673346336187	.	.	10	19	2
chr4	23137452	23137827	chr4	24421014	24421513	20924_20925	3.34193455897194	.	.	10	21	3
chr17	66768074	66768464	chr17	67231559	67232009	12556_12562	2.61776714931524	.	.	24	48	5
chr2	11272806	11273207	chr2	11586750	11587117	14696_14699	3.04720507978331	.	.	51	23	7
chr11	8247101	8247439	chr11	8588025	8588429	4537_4542	3.28260136259439	.	.	32	51	9
chr11	8247101	8247439	chr11	8625581	8625880	4537_4543	2.64821635183265	.	.	32	21	4
chr22	28996524	28997148	chr22	29225314	29225789	18302_18304	2.81938135397613	.	.	36	53	9
chr8	18066481	18066736	chr8	18725860	18726304	27283_27289	2.55177404245897	.	.	27	31	4
chr19	54836452	54836688	chr19	54902401	54903007	14539_14541	2.62366331280086	.	.	13	21	4
chr3	184072150	184072340	chr3	184258937	184259202	20510_20515	2.07175152888404	.	.	14	13	2
chr19	46273304	46273875	chr19	46302258	46302600	14343_14345	2.14430085608256	.	.	35	13	4
chr4	36352789	36353155	chr4	36401157	36401819	20971_20972	3.94029222265284	.	.	41	42	20
chr9	35825942	35826706	chr9	35882064	35882755	28831_28833	2.83004441354573	.	.	108	114	30
chr3	189943041	189943185	chr3	190142276	190142432	20604_20607	2.55778977093733	.	.	16	16	3
chr8	17434359	17434638	chr8	17776995	17777161	27271_27279	2.3907236483852	.	.	17	12	2
chr8	17434359	17434638	chr8	17557089	17557433	27271_27273	2.06297478367617	.	.	17	34	4
chr4	41695682	41695955	chr4	41890145	41890452	21053_21055	4.05334512607262	.	.	38	19	11
chr11	132948551	132948785	chr11	133033380	133033629	6007_6009	2.2512188401835	.	.	15	7	2
chr7	36024844	36025224	chr7	36331035	36331461	26071_26073	3.90066637818751	.	.	37	51	14
chrX	109154314	109154640	chrX	109389117	109389296	30381_30382	2.0989102511612	.	.	17	27	3
chr1	70994485	70994807	chr1	71515636	71516061	1145_1147	3.64935785875889	.	.	11	36	5
chr1	169519565	169520052	chr1	169778806	169779075	2083_2090	3.44795451190352	.	.	28	12	5
chr2	225987509	225987845	chr2	226525119	226525582	16780_16782	3.74638172881769	.	.	20	46	8
chr8	102658545	102658894	chr8	102855448	102855600	28067_28069	2.43810282231324	.	.	24	12	3
chr22	22384856	22385273	chr22	23298089	23298422	18192_18219	2.3354038748917	.	.	31	109	7
chr8	96531510	96531844	chr8	97192353	97192635	27983_27989	2.84405987135125	.	.	15	23	3
chr12	3182611	3182896	chr12	3384604	3384889	6070_6073	2.54427697268593	.	.	22	33	5
chr8	141476961	141477214	chr8	141647509	141647806	28446_28450	4.03316686721917	.	.	77	101	37
chr3	4763733	4764082	chr3	5068615	5068816	18718_18726	2.39254657197904	.	.	41	18	4
chr1	65525572	65526123	chr1	65674865	65675258	1091_1093	2.81405947426645	.	.	35	19	6
chr3	196729948	196730144	chr3	196756664	196756902	20695_20696	2.67312005395718	.	.	39	15	6
chr15	101458109	101458538	chr15	101548709	101548983	10454_10457	3.51009794318708	.	.	58	61	22
chr1	44229024	44229738	chr1	44399920	44400232	822_825	3.861846489577	.	.	65	46	21
chr1	44229024	44229738	chr1	44400378	44400826	822_826	3.70801455997434	.	.	65	49	20
chr6	155661648	155662311	chr6	155851314	155851764	25537_25538	2.28388379391604	.	.	20	46	5
chr3	59299076	59299528	chr3	59561116	59561582	19408_19411	2.52043491450843	.	.	32	28	5
chr13	44479607	44479973	chr13	45011881	45012634	8009_8016	2.68555720714182	.	.	33	48	6
chr1	203840164	203840455	chr1	204098164	204098504	2462_2463	2.89012186127115	.	.	12	32	4
chr12	52550524	52550996	chr12	52721275	52721661	6677_6682	2.4762821422122	.	.	34	41	7
chr20	20064508	20064852	chr20	20549153	20549678	17235_17240	2.92795292944237	.	.	24	35	5
chr17	3817144	3817603	chr17	3907740	3908234	11538_11541	2.2913020184686	.	.	42	30	7
chr1	89948751	89949287	chr1	90228431	90229012	1278_1283	2.11059054287057	.	.	29	50	5
chrX	12964956	12965362	chrX	13506129	13506604	29807_29819	2.23652284079457	.	.	35	73	6
chr2	39174839	39175219	chr2	39455250	39455606	14996_14999	2.25662772700119	.	.	24	52	5
chr12	58739785	58740242	chr12	59543703	59544191	6841_6849	2.66980881957278	.	.	32	37	5
chr12	58739785	58740242	chr12	58837291	58837750	6841_6844	3.3325095840216	.	.	32	28	10
chr8	22144825	22145120	chr8	22225360	22225575	27324_27325	2.6404936349237	.	.	24	26	6
chr14	23399637	23399849	chr14	23452551	23452839	8506_8508	2.97514557831337	.	.	18	32	7
chr14	97050615	97050951	chr14	97132562	97132718	9305_9306	2.31114056417032	.	.	20	11	3
chr1	27935086	27935444	chr1	27989593	27990070	516_519	3.2533821951254	.	.	56	63	20
chr17	57388385	57388805	chr17	57518089	57518599	12411_12415	3.34760534212204	.	.	41	77	18
chr2	70530985	70531307	chr2	70844650	70845024	15353_15355	3.34789986695113	.	.	32	35	8
chr10	72221127	72221496	chr10	72300164	72300574	3622_3623	2.74529348916256	.	.	33	23	7
chr15	59467142	59467300	chr15	59784854	59785532	9831_9839	2.75917718146774	.	.	7	42	3
chr5	167150342	167150666	chr5	167646570	167647305	23600_23603	2.21707941990602	.	.	20	57	4
chr5	67582110	67582455	chr5	67755913	67756326	22587_22588	2.82219318762823	.	.	44	37	9
chr14	52463026	52463166	chr14	52739170	52739408	8734_8737	3.35246987924086	.	.	9	7	2
chr2	173349145	173349384	chr2	173575260	173575575	16207_16209	3.08231290760196	.	.	8	20	3
chr7	4650470	4650808	chr7	4793517	4793810	25721_25723	2.4436459561818	.	.	36	36	7
chr1	235677005	235677443	chr1	235946314	235946752	2902_2906	2.92870490822788	.	.	27	32	6
chr1	235677005	235677443	chr1	235946150	235946290	2902_2905	3.05608177716899	.	.	27	28	6
chr1	235677005	235677443	chr1	235764526	235764666	2902_2903	2.13075704719254	.	.	27	10	3
chrX	18408175	18408354	chrX	19353159	19353437	29870_29882	3.8229665296772	.	.	44	72	15
chrX	18408175	18408354	chrX	19352148	19352594	29870_29881	3.97777807996882	.	.	44	61	15
chr4	134067905	134068216	chr4	137785767	137786129	21734_21737	2.34005063243839	.	.	14	23	2
chr12	112636013	112636293	chr12	112825045	112825462	7450_7452	3.02583942150116	.	.	26	42	8
chr1	53370626	53370826	chr1	53647761	53648034	964_966	2.31176790352444	.	.	11	17	2
chr21	45567058	45567425	chr21	45687475	45688065	18079_18083	2.46215602847603	.	.	34	25	6
chr21	45567058	45567425	chr21	45717222	45717388	18079_18084	2.37902988487458	.	.	34	42	7
chr3	170027927	170028272	chr3	170128202	170128584	20374_20376	2.6569020317213	.	.	29	40	8
chr14	75985180	75985365	chr14	76027077	76027858	9088_9089	2.86836139589906	.	.	26	61	11
chr4	122113533	122113998	chr4	122173294	122173806	21660_21662	3.31280087309127	.	.	74	45	20
chr1	155036051	155036210	chr1	155057164	155057722	1808_1810	4.06517506567955	.	.	84	113	51
chr1	172419122	172419378	chr1	172688508	172689195	2117_2120	3.27140686064635	.	.	25	43	8
chr1	172419122	172419378	chr1	172697280	172697429	2117_2121	2.81336928563267	.	.	25	10	3
chr7	24859795	24860346	chr7	25109661	25110048	25928_25931	2.51544301753491	.	.	69	32	8
chr22	45973764	45973923	chr22	46374422	46374946	18637_18644	3.2472031480143	.	.	47	40	9
chr6	118886413	118886959	chr6	118939706	118940317	25127_25129	2.20818787355867	.	.	51	25	7
chr10	101152277	101152520	chr10	101307811	101307983	4031_4033	2.19521430868348	.	.	27	12	3
chr15	71740964	71741289	chr15	72022901	72023367	10047_10051	3.39401420980531	.	.	40	31	9
chr13	45058369	45058532	chr13	45453664	45453946	8019_8021	3.30065726237999	.	.	39	14	5
chr1	158216510	158216744	chr1	158299567	158300028	1905_1907	3.42183166523886	.	.	28	47	13
chr12	4688980	4689275	chr12	4867280	4867571	6096_6098	3.30472536297627	.	.	11	18	4
chr1	111161935	111162444	chr1	111308305	111308529	1500_1503	2.37399455171335	.	.	50	83	12
chr3	185071887	185072210	chr3	185293282	185293448	20529_20535	3.11208452061512	.	.	17	9	3
chr14	35698792	35699193	chr14	35875974	35876548	8630_8632	2.75665494694116	.	.	15	71	7
chr18	13216124	13216435	chr18	13530917	13531111	12955_12957	3.79767378291094	.	.	16	11	4
chr17	1477699	1478131	chr17	1552175	1552350	11485_11487	2.09288305594714	.	.	18	15	3
chr2	62684011	62684578	chr2	63002059	63002782	15238_15239	3.19780033599396	.	.	43	39	9
chr17	46157661	46157939	chr17	46208576	46208898	12225_12227	2.36648233708007	.	.	23	24	5
chr9	97316708	97316919	chr9	97385659	97385816	29141_29143	2.94799167480375	.	.	7	7	2
chr2	160944941	160945167	chr2	160966436	160966991	16080_16081	2.06833717790095	.	.	6	47	3
chr7	104523799	104523994	chr7	104558962	104559322	26608_26610	3.02616382892107	.	.	51	63	17
chr4	147263744	147264085	chr4	147837567	147838011	21838_21841	2.23000891725024	.	.	44	41	5
chr11	63605894	63606055	chr11	63688664	63688832	5132_5136	2.7139059094804	.	.	77	21	10
chr11	63605894	63606055	chr11	63713117	63713615	5132_5137	2.97688300802132	.	.	77	44	16
chr11	63605894	63606055	chr11	63639523	63639860	5132_5134	2.14093027633977	.	.	77	18	7
chr11	34018548	34018970	chr11	34380651	34381420	4805_4808	2.78329175656271	.	.	25	172	11
chr13	100039536	100040180	chr13	100089161	100089553	8326_8327	2.84435218891752	.	.	55	55	15
chr2	96055006	96055256	chr2	96394605	96394947	15563_15565	2.96202573697493	.	.	7	16	2
chr11	122499737	122500058	chr11	122625208	122625666	5870_5873	2.40915564797185	.	.	29	43	7
chr15	38295164	38295402	chr15	38646533	38646874	9545_9547	2.9907071188918	.	.	16	28	4
chr17	13241199	13241402	chr17	14205902	14206231	11701_11705	2.11545672894449	.	.	13	27	2
chr16	82673413	82673638	chr16	82705387	82705632	11330_11332	2.52552493605088	.	.	20	34	6
chr16	82673413	82673638	chr16	83249053	83249327	11330_11334	2.19397550711323	.	.	20	15	2
chr7	42980492	42980666	chr7	43148058	43148309	26142_26144	2.83144259778667	.	.	54	13	6
chr6	149403190	149403962	chr6	149753622	149754046	25458_25462	3.09737124869486	.	.	76	95	17
chr6	149403190	149403962	chr6	149753028	149753540	25458_25461	3.06379196444107	.	.	76	87	16
chr1	150045071	150045438	chr1	150138051	150138502	1680_1681	2.5914016650267	.	.	29	42	8
chr1	150045071	150045438	chr1	150141214	150141563	1680_1682	2.57511798353404	.	.	29	33	7
chr1	150045071	150045438	chr1	150159464	150159858	1680_1683	2.24434681785902	.	.	29	25	5
chr11	8359703	8359896	chr11	8588025	8588429	4540_4542	2.46819409223363	.	.	6	51	3
chr10	79474924	79475134	chr10	79597350	79597655	3735_3738	2.72994170437615	.	.	8	9	2
chr17	25708044	25708306	chr17	25928679	25929094	11788_11791	2.10294180204448	.	.	19	64	5
chr6	114316060	114316348	chr6	114429635	114429815	25087_25089	3.83989193487259	.	.	11	8	4
chr14	96027179	96027678	chr14	96460544	96461167	9290_9299	3.12109964602175	.	.	64	51	11
chr15	63448857	63448998	chr15	63484209	63484349	9887_9889	2.08265790487653	.	.	24	20	4
chr1	9170741	9171222	chr1	9256403	9256866	122_125	3.17653334804487	.	.	36	34	11
chr17	53603834	53604156	chr17	53679104	53679571	12339_12342	2.96272750154936	.	.	41	43	12
chr19	55652650	55652878	chr19	55929425	55929921	14551_14558	2.43079211524836	.	.	20	33	4
chr1	92463211	92463529	chr1	93088760	93089129	1310_1315	2.35803424342649	.	.	17	15	2
chr6	109508949	109509497	chr6	109718310	109718536	25034_25036	3.13748225505933	.	.	36	16	6
chr4	177298893	177299178	chr4	177968601	177968813	22076_22078	3.04869766856474	.	.	38	13	4
chr19	1605722	1606149	chr19	1671921	1672570	13527_13531	2.21627278760093	.	.	18	52	6
chr12	65284445	65285069	chr12	65626020	65626651	6885_6890	2.59927450005623	.	.	67	22	6
chr12	65284445	65285069	chr12	65626885	65627038	6885_6891	2.55846615963955	.	.	67	23	6
chr18	9971357	9971855	chr18	10519805	10519984	12917_12920	4.75982334926651	.	.	65	73	31
chr17	40995427	40995776	chr17	41089695	41090034	12106_12108	2.37056548935462	.	.	16	24	4
chr8	101156526	101156693	chr8	101552846	101553413	28032_28041	3.30568333084502	.	.	36	87	12
chr13	45621418	45621976	chr13	45885286	45885441	8023_8027	3.09024632509294	.	.	80	42	13
chr13	45621418	45621976	chr13	45883293	45883905	8023_8026	3.83331981843026	.	.	80	60	23
chr13	45621418	45621976	chr13	45855145	45855601	8023_8025	3.22974512928468	.	.	80	28	12
chr10	88470796	88471184	chr10	88659219	88659996	3821_3822	3.03452643667532	.	.	27	40	8
chr20	30150589	30150928	chr20	30200647	30200986	17308_17310	2.26666921628012	.	.	20	60	7
chr4	7194076	7194273	chr4	7297764	7297978	20807_20808	2.10169252907145	.	.	13	10	2
chr22	50895337	50895509	chr22	50936689	50937060	18681_18682	2.15923160398491	.	.	11	10	2
chr19	34268935	34269269	chr19	34636456	34637086	14082_14087	2.70338695141512	.	.	27	52	6
chr7	37248633	37248773	chr7	37549635	37549976	26086_26093	2.43800429966958	.	.	28	14	3
chr5	110886175	110886805	chr5	111481975	111482172	22956_22958	4.09481543973878	.	.	50	65	18
chr10	69548295	69548605	chr10	69916107	69916485	3571_3574	3.14811699494691	.	.	14	44	5
chr7	30549800	30550190	chr7	30780059	30780443	26010_26013	2.74750363849217	.	.	22	29	5
chr15	80748151	80748519	chr15	81262366	81262731	10214_10218	2.28539414577924	.	.	30	20	3
chr2	235044317	235044710	chr2	235409078	235409427	16896_16900	3.64587131670623	.	.	37	57	12
chr2	235044317	235044710	chr2	235453636	235453868	16896_16901	3.58720799228478	.	.	37	16	6
chr15	40571642	40571915	chr15	40602275	40602592	9578_9579	3.53979957067918	.	.	34	23	11
chr19	35843578	35844052	chr19	35959566	35959933	14111_14115	3.21951732552784	.	.	64	66	20
chr2	207846539	207846799	chr2	208337838	208338174	16566_16574	2.87417877577566	.	.	19	30	4
chr6	86064819	86065253	chr6	86192753	86193173	24847_24850	3.68672927413538	.	.	46	59	20
chr14	61123989	61124221	chr14	61491932	61492294	8841_8844	3.854597655546	.	.	19	40	8
chr20	20064508	20064852	chr20	20217981	20218400	17235_17237	2.22701529138536	.	.	24	36	5
chr12	89864220	89865024	chr12	89918520	89918689	7091_7092	2.83398619820074	.	.	56	35	12
chr22	37473842	37474266	chr22	37595414	37595762	18441_18450	2.58459786371361	.	.	41	86	13
chr18	52346758	52347137	chr18	52650257	52650666	13279_13280	3.27468995287866	.	.	11	15	3
chr1	23424932	23425091	chr1	23511200	23511539	385_388	3.54923104740881	.	.	83	70	29
chr2	189959095	189959336	chr2	190277060	190277504	16374_16377	2.86318441923892	.	.	12	22	3
chr17	64251227	64251543	chr17	64669923	64670243	12512_12517	2.60256603865492	.	.	23	18	3
chr8	32412264	32412580	chr8	32964063	32964646	27470_27473	2.98227533956784	.	.	14	37	4
chr1	168572660	168573081	chr1	169078489	169078667	2075_2077	2.32166542430255	.	.	32	8	2
chr1	33761077	33761530	chr1	33833343	33833724	637_639	2.98648059427152	.	.	54	43	14
chr3	128772161	128772527	chr3	128964444	128964908	19941_19944	2.42666807158842	.	.	20	40	5
chr2	68589194	68589462	chr2	68668651	68669355	15310_15312	3.13015290577737	.	.	35	67	15
chr15	95802629	95803039	chr15	95835196	95835450	10407_10408	2.21809689756058	.	.	22	19	4
chr11	94058863	94059234	chr11	94237772	94238201	5564_5566	3.6505998617351	.	.	32	39	12
chr4	185666957	185667384	chr4	185905110	185905534	22122_22124	3.05104285770196	.	.	49	19	7
chr12	109058263	109059287	chr12	109125408	109125549	7367_7368	2.373860925366	.	.	85	26	10
chr7	38145550	38145835	chr7	38261905	38262505	26103_26106	3.71609669295311	.	.	78	68	29
chr22	22067471	22067892	chr22	22292434	22292727	18184_18187	3.18071121940448	.	.	27	29	7
